,course_name,course_url,course_photo,course_level,course_effort,course_length,course_language,course_subtitle,course_price,course_partner,university_link,course_enrollments
71,Europe Without Borders?…,https://www.edx.org/course/europe-without-borders,https://prod-discovery.edx-cdn.org/media/course/image/0da7dd1e-0446-4b82-952c-f1c4412df986-40a5eb6ac0ec.jpeg,['Intermediate'],['2–3 hours per week'],['4 Weeks'],['English'],['English'],['$99 USD'],['University of Hong Kong'],['https://www.edx.org/school/hkux'],not-mentioned
72,Caligrafía y paleografía:espacios históricos parasu estudio y práctica…,https://www.edx.org/course/caligrafia-y-paleografia-espacios-historicos-para,https://prod-discovery.edx-cdn.org/media/course/image/83838023-df66-4d9c-81e2-3a6e31321226-ca52645fbcc0.png,['Intermediate'],['5–7 hours per week'],['6 Weeks'],['Español'],['Español'],['$29 USD'],['Universidad Carlos III de Madrid'],['https://www.edx.org/school/uc3mx'],"5,386"
73,"Visualizing PostwarTokyo, Part 1…",https://www.edx.org/course/visualizing-postwar-tokyo-part-1,https://prod-discovery.edx-cdn.org/media/course/image/0187b755-eab6-48a2-8a6e-8bcd6247b683-d71a207a4bee.jpg,['Introductory'],['5–6 hours per week'],['6 Weeks'],['English'],['English'],['$49 USD'],['The University of Tokyo'],['https://www.edx.org/school/utokyox'],"16,116"
74,Interdisciplinary Teachingwith Museum Objects…,https://www.edx.org/course/interdisciplinary-teaching-with-museum-objects,https://prod-discovery.edx-cdn.org/media/course/image/af184b03-15a3-4977-9cee-87f051dc810d-97f5e9c60014.jpeg,['Introductory'],['1–2 hours per week'],['14 Weeks'],['English'],['English'],['$49.99 USD'],['The Smithsonian Institution'],['https://www.edx.org/school/smithsonianx'],not-mentioned
75,The Spain of Don Quixote…,https://www.edx.org/course/the-spain-of-don-quixote,https://prod-discovery.edx-cdn.org/media/course/image/3c9a3378-d358-4098-957f-892085fcb493-1a5ac936ab88.jpg,['Introductory'],['4–5 hours per week'],['7 Weeks'],['English'],"['English, Español']",['$29 USD'],['Universidad Autónoma de Madrid'],['https://www.edx.org/school/uamx'],not-mentioned
76,Negotiating a ChangingWorld: 1920-1950…,https://www.edx.org/course/negotiating-a-changing-world-1920-1950,https://prod-discovery.edx-cdn.org/media/course/image/31eeef20-1419-42b8-b89a-716aa09a4c3b-840a191e5fed.jpg,['Intermediate'],['2–3 hours per week'],['10 Weeks'],['English'],['English'],['$50 USD'],['Columbia University'],['https://www.edx.org/school/columbiax'],not-mentioned
77,Evolution of the HumanSociality: A Quest for theOrigin of Our Social Beh……,https://www.edx.org/course/evolution-of-the-human-sociality,https://prod-discovery.edx-cdn.org/media/course/image/bc071cc9-ba3f-4273-9069-e6c9bfb1da30-4a2daf294266.jpg,['Introductory'],['2–3 hours per week'],['6 Weeks'],['English'],['English'],['$49 USD'],['Kyoto University'],['https://www.edx.org/school/kyotoux'],"14,325"
78,Antes de Noé: El diluvioen la Antigua Babilonia…,https://www.edx.org/course/antes-de-noe-el-diluvio-en-la-antigua-babilonia,https://prod-discovery.edx-cdn.org/media/course/image/28c35095-879c-48d3-9e5a-cf4e7c6b90af-16dce26eaf21.jpg,['Introductory'],['5–6 hours per week'],['5 Weeks'],['Español'],"['English, Español']",['$29 USD'],['Universidad Nacional de Córdoba'],['https://www.edx.org/school/uncordobax'],not-mentioned
79,Teaching HistoricalInquiry with Objects…,https://www.edx.org/course/teaching-historical-inquiry-with-objects,https://prod-discovery.edx-cdn.org/media/course/image/15d15758-6b16-4a61-a35d-12ff57d1e37c-7d3d0db24f51.jpg,['Introductory'],['1–3 hours per week'],['6 Weeks'],['English'],['English'],['$50 USD'],['The Smithsonian Institution'],['https://www.edx.org/school/smithsonianx'],"6,948"
80,Living at the NuclearBrink…,https://www.edx.org/course/living-at-the-nuclear-brink,https://prod-discovery.edx-cdn.org/media/course/image/e5355c67-ba18-4967-a922-3c88b3a3e02f-fb7c5ac05198.jpeg,['Introductory'],['1–4 hours per week'],['10 Weeks'],['English'],['English'],['$50 USD'],['Stanford University'],['https://www.edx.org/school/stanfordonline'],not-mentioned
81,Historia económicaargentina: avatares de unsistema monetario…,https://www.edx.org/course/historia-economica-argentina-avatares-de-un-sistem,https://prod-discovery.edx-cdn.org/media/course/image/5f0ed74d-d7cf-44d5-b2d2-367dffac49a8-547da3bddaca.jpg,['Introductory'],['5–7 hours per week'],['4 Weeks'],['Español'],"['English, Español']",['$50 USD'],['Universidad Nacional de Córdoba'],['https://www.edx.org/school/uncordobax'],not-mentioned
82,Introduction to MaoZedong Thought | 毛泽东思想概论…,https://www.edx.org/course/introduction-to-mao-zedong-thought,https://prod-discovery.edx-cdn.org/media/course/image/af108424-95ef-4b49-aeba-eaaf6f7627a5-63f2bf450365.jpg,['Introductory'],['2–3 hours per week'],['4 Weeks'],['中文'],"['English, 中文']",['$49 USD'],['Tsinghua University'],['https://www.edx.org/school/tsinghuax'],"8,683"
83,Wage Work for WomenCitizens: 1870-1920…,https://www.edx.org/course/wage-work-for-women-citizens-1870-1920,https://prod-discovery.edx-cdn.org/media/course/image/e41e16d6-0905-4136-9be8-360386c9f9ea-34645a540bd9.jpg,['Intermediate'],['2–3 hours per week'],['10 Weeks'],['English'],['English'],['$50 USD'],['Columbia University'],['https://www.edx.org/school/columbiax'],not-mentioned
84,Changing Minds:Geographic Discoveriesand New Worlds throug……,https://www.edx.org/course/changing-minds-geographic-discoveries-and-new-worlds-through-the-eyes-of-a-renaissance-jewish-scholar,https://prod-discovery.edx-cdn.org/media/course/image/9af66ed7-56ba-4f25-adba-93ac4bb2b4b8-26bb22a86001.jpeg,['Advanced'],['1–2 hours per week'],['5 Weeks'],['English'],['English'],['$29 USD'],['University of Pennsylvania'],['https://www.edx.org/school/pennx'],not-mentioned
85,中国古代礼义文明 | China’s AncientRitual Civilization…,https://www.edx.org/course/chinas-ancient-ritual-civilization,https://prod-discovery.edx-cdn.org/media/course/image/94827480-e02f-40f0-bc3f-9464c2142ac3-aef028fa4e7c.jpg,['Introductory'],['2–3 hours per week'],['10 Weeks'],['中文'],"['English, 中文']",['$139 USD'],['Tsinghua University'],['https://www.edx.org/school/tsinghuax'],not-mentioned
86,Del trazo caligráfico almétodo paleográfico:experimentando la mat……,https://www.edx.org/course/del-trazo-caligrafico-al-metodo-paleografico-experimentando-la-materialidad-de-los-manuscritos-historicos,https://prod-discovery.edx-cdn.org/media/course/image/0902ff81-80cc-4213-8302-710632726095-adbea851b26f.jpeg,['Advanced'],['4–6 hours per week'],['6 Weeks'],['Español'],['Español'],['$29 USD'],['Universidad Carlos III de Madrid'],['https://www.edx.org/school/uc3mx'],not-mentioned
87,"Disease, Climate Shocks,and Wellbeing: a LongHistory of Social Respo……",https://www.edx.org/course/disease-climate-shocks-and-wellbeing-a-long-history-of-social-response-to-crisis,https://prod-discovery.edx-cdn.org/media/course/image/2b561040-afaa-45e2-b138-93466bec6d14-3fb39c3a24f2.jpeg,['Introductory'],['4–5 hours per week'],['4 Weeks'],['English'],['English'],['$29 USD'],['Massachusetts Institute of Technology'],['https://www.edx.org/school/mitx'],not-mentioned
88,"Historia global de laarquitectura islámica:espacio, ciudad, arte…",https://www.edx.org/course/historia-global-de-la-arquitectura-islamica-espacio-ciudad-arte,https://prod-discovery.edx-cdn.org/media/course/image/91ef60d9-4d19-4606-b656-33abb92bcd83-70bf87f7c4b3.jpeg,['Introductory'],['4–6 hours per week'],['4 Weeks'],['Español'],['Español'],['$49 USD'],['Universidad del Rosario'],['https://www.edx.org/school/urosariox'],not-mentioned
89,"Policy for Science,Technology andInnovation…",https://www.edx.org/course/policy-for-science-technology-and-innovation,https://prod-discovery.edx-cdn.org/media/course/image/374f2ac3-b3d8-4f77-89f3-2bf0311d129c-d4b23dcc6e89.png,['Intermediate'],['3–5 hours per week'],['8 Weeks'],['English'],['English'],['$149 USD'],['Massachusetts Institute of Technology'],['https://www.edx.org/school/mitx'],not-mentioned
90,Storia Economica…,https://www.edx.org/course/storia-economica-2,https://prod-discovery.edx-cdn.org/media/course/image/1c119d66-3096-45bf-b2fd-5c0803ed3fb4-c9c218d42fb7.jpg,['Introductory'],['4–6 hours per week'],['10 Weeks'],['Italiano'],['Italiano'],['$60 USD'],['Università degli Studi di Napoli Federico II'],['https://www.edx.org/school/federicax'],not-mentioned
91,"Visualizing PostwarTokyo, Part 2…",https://www.edx.org/course/visualizing-postwar-tokyo-part-2,https://prod-discovery.edx-cdn.org/media/course/image/7840e5cb-4d9e-4c48-b763-bbb1fa83f8e8-e0c3776024fb.jpg,['Introductory'],['5–6 hours per week'],['6 Weeks'],['English'],['English'],['$49 USD'],['The University of Tokyo'],['https://www.edx.org/school/utokyox'],"8,585"
92,Star Trek: InspiringCulture and Technology II…,https://www.edx.org/course/star-trek-inspiring-culture-and-technology-ii-2,https://prod-discovery.edx-cdn.org/media/course/image/0c990db2-015d-4e54-b6a2-8febce5445ae-b44f833f3b3e.jpg,['Introductory'],['1–3 hours per week'],['6 Weeks'],['English'],['English'],['$40 USD'],['The Smithsonian Institution'],['https://www.edx.org/school/smithsonianx'],not-mentioned
93,Sheep in the Land of Fireand Ice…,https://www.edx.org/course/sheep-in-the-land-of-fire-and-ice,https://prod-discovery.edx-cdn.org/media/course/image/6afe576f-9560-4194-bf0a-7216b25b2b76-ec706985658d.jpg,['Introductory'],['1–2 hours per week'],['3 Weeks'],['English'],['English'],['$50 USD'],['The University of Iceland'],['https://www.edx.org/school/uicelandx'],not-mentioned
94,La costruzione dell'Italia…,https://www.edx.org/course/la-costruzione-dellitalia,https://prod-discovery.edx-cdn.org/media/course/image/6fac3ac2-5fdf-4de6-a41b-512d3ed86faa-075435551e72.jpg,['Introductory'],['6–8 hours per week'],['8 Weeks'],['Italiano'],['Italiano'],['$60 USD'],['Università degli Studi di Napoli Federico II'],['https://www.edx.org/school/federicax'],not-mentioned
95,The Tabernacle in Word &Image: An Italian JewishManuscript Revealed…,https://www.edx.org/course/the-tabernacle-in-word-image-an-italian-jewish-man,https://prod-discovery.edx-cdn.org/media/course/image/1bf9e49f-360f-48b9-822f-b65224135427-3ed95e011320.jpg,['Advanced'],['1–2 hours per week'],['5 Weeks'],['English'],['English'],['$29 USD'],['University of Pennsylvania'],['https://www.edx.org/school/pennx'],not-mentioned
96,Star Trek: InspiringCulture and TechnologyIII…,https://www.edx.org/course/star-trek-inspiring-culture-and-technology-iii-2,https://prod-discovery.edx-cdn.org/media/course/image/cac2261b-cd88-4c11-85b6-a7b206746c15-f801c75fa995.jpg,['Introductory'],['1–3 hours per week'],['5 Weeks'],['English'],['English'],['$40 USD'],['The Smithsonian Institution'],['https://www.edx.org/school/smithsonianx'],not-mentioned
97,Introduction to theTheoretical System ofSocialism with Chinese……,https://www.edx.org/course/introduction-to-the-theoretical-system-of-socialis,https://prod-discovery.edx-cdn.org/media/course/image/11e1ad3a-9c7a-4697-9be9-4fdf25060f16-dccb44f54b83.jpg,['Introductory'],['2–3 hours per week'],['8 Weeks'],['中文'],"['English, 中文']",['$149 USD'],['Tsinghua University'],['https://www.edx.org/school/tsinghuax'],not-mentioned
98,"Letteratura latina, dalleorigini all'età augustea…",https://www.edx.org/course/letteratura-latina-dalle-origini-alleta-augustea,https://prod-discovery.edx-cdn.org/media/course/image/2bb654bf-2792-47e6-b954-c6e7421bd715-bfd846635d25.jpg,['Introductory'],['4–6 hours per week'],['6 Weeks'],['Italiano'],['Italiano'],['$60 USD'],['Università degli Studi di Napoli Federico II'],['https://www.edx.org/school/federicax'],not-mentioned
99,Foundations forTransforming Teachingand Learning about Nati……,https://www.edx.org/course/foundations-for-transforming-teaching-and-learning-about-native-americans,https://prod-discovery.edx-cdn.org/media/course/image/20a1a610-1ec5-4280-9a1a-ccd1e3feb77f-a2195eb6e4ea.jpeg,['Introductory'],['1–2 hours per week'],['4 Weeks'],['English'],['English'],['$49.99 USD'],['The Smithsonian Institution'],['https://www.edx.org/school/smithsonianx'],not-mentioned
100,First Nights - Beethoven's9th Symphony and the19th Century Orchestra…,https://www.edx.org/course/first-nights-beethovens-9th-symphony-and-the-19th,https://prod-discovery.edx-cdn.org/media/course/image/2dfeaf7e-6edc-4c1f-9a6d-d90a30534639-4bdf640e8fab.jpg,['Introductory'],['3–5 hours per week'],['3 Weeks'],['English'],['English'],['$49 USD'],['Harvard University'],['https://www.edx.org/school/harvardx'],"38,059"
101,Noongar Language andCulture…,https://www.edx.org/course/noongar-language-and-culture,https://prod-discovery.edx-cdn.org/media/course/image/e8287993-0ef9-4f1d-8ee9-2c9a24b49fd4-eb5457cc264b.jpg,['Introductory'],['2–3 hours per week'],['6 Weeks'],"['Subject:Language', 'English']",['English'],['$139 USD'],['Curtin University'],['https://www.edx.org/school/curtinx'],"11,203"
102,Arctic SecurityFundamentals…,https://www.edx.org/course/arctic-security-fundamentals,https://prod-discovery.edx-cdn.org/media/course/image/218bd043-93d9-4485-995b-0e6a866c108b-77955770df8c.jpeg,['Intermediate'],['3–4 hours per week'],['6 Weeks'],['English'],"['English, Русский']",['$139 USD'],['University of Alaska Fairbanks'],['https://www.edx.org/school/alaskax'],not-mentioned
103,Invitation to The Tale ofGenji: The FoundationalElements of Japanese C……,https://www.edx.org/course/invitation-to-the-tale-of-genji,https://prod-discovery.edx-cdn.org/media/course/image/2bbce4bd-2ee0-4df3-a133-891b1c885037-a5af997543a3.jpeg,['Intermediate'],['4–5 hours per week'],['4 Weeks'],['English'],['English'],['$49 USD'],['Waseda University'],['https://www.edx.org/school/wasedax'],not-mentioned
104,"US-China Relations: Past,Present and Future…",https://www.edx.org/course/us-china-relations-past-present-and-future,https://prod-discovery.edx-cdn.org/media/course/image/1da346b1-8542-4cc7-9582-88472ab39463-d48c8110601b.jpeg,['Introductory'],['2–3 hours per week'],['4 Weeks'],['English'],['English'],['$99 USD'],['The National University of Singapore'],['https://www.edx.org/school/nus'],not-mentioned
105,The Korean Story :Secrets of an EconomicMiracle…,https://www.edx.org/course/the-korean-story-secrets-of-an-economic-miracle,https://prod-discovery.edx-cdn.org/media/course/image/fb27f6c8-5f32-4e1e-b67f-9093b8945fa5-2adc892377c2.jpg,['Intermediate'],['4–6 hours per week'],['11 Weeks'],['English'],['English'],['$49 USD'],['SDG Academy'],['https://www.edx.org/school/sdgacademyx'],not-mentioned
106,Introduction to AmericanCivics: Presented byZero-L…,https://www.edx.org/course/zero-l-presents-introduction-to-american-civics,https://prod-discovery.edx-cdn.org/media/course/image/09810623-a698-4dba-9735-d23828143435-b5e4a86299bb.png,['Introductory'],['1–3 hours per week'],['1 Weeks'],['English'],"['English', 'English']",[],['Harvard University'],['https://www.edx.org/school/harvardx'],"7,662"
107,Sorting Truth FromFiction: Civic OnlineReasoning…,https://www.edx.org/course/sorting-truth-from-fiction-civic-online-reasoning,https://prod-discovery.edx-cdn.org/media/course/image/cca26491-306a-454f-98e7-8a618413771c-f54989474b76.png,['Introductory'],['2–4 hours per week'],['9 Weeks'],['English'],['English'],['$49 USD'],['Massachusetts Institute of Technology'],['https://www.edx.org/school/mitx'],not-mentioned
108,America's Poverty andInequality Course…,https://www.edx.org/course/americas-poverty-and-inequality-course,https://prod-discovery.edx-cdn.org/media/course/image/a1c813ab-31a3-426c-8cf0-ff8dbc2e85f6-bcf83cc481e6.jpeg,['Introductory'],['2–4 hours per week'],['9 Weeks'],['English'],"['English', 'English']",[],['Stanford University'],['https://www.edx.org/school/stanfordonline'],not-mentioned
109,Comisión de la VerdadColombia…,https://www.edx.org/course/comision-de-la-verdad-colombia,https://prod-discovery.edx-cdn.org/media/course/image/77188981-b1df-4ec0-952c-24302d032219-453d39af1c86.png,['Introductory'],['7–10 hours per week'],['5 Weeks'],['Español'],['Español'],['$29 USD'],['Pontificia Universidad Javeriana'],['https://www.edx.org/school/javerianax'],not-mentioned
110,Engineering the SpaceShuttle…,https://www.edx.org/course/engineering-the-space-shuttle,https://prod-discovery.edx-cdn.org/media/course/image/3154377e-c1be-4ebc-9a88-5d7022d7bdb4-623ccde61fc7.jpg,['Intermediate'],['4–5 hours per week'],['12 Weeks'],['English'],['English'],['$75 USD'],['Massachusetts Institute of Technology'],['https://www.edx.org/school/mitx'],not-mentioned
111,Global History ofCapitalism…,https://www.edx.org/course/global-history-of-capitalism,https://prod-discovery.edx-cdn.org/media/course/image/518a0072-9ede-4e00-b593-dbef3173a6bb-52521f2b80f4.jpg,['Introductory'],['3–5 hours per week'],['6 Weeks'],['English'],"['English', 'English']",[],['Princeton University'],['https://www.edx.org/school/princetonx'],not-mentioned
